iso3c,country,year,gdp,gdp_forc20,gap_dollars,gap_relative
KGZ,Kyrgyzstan,2023,105.1069898,117.4362342,-976553110,-10.5
KHM,Cambodia,2023,110.8047435,130.1023109,-4585113972,-14.83
KIR,Kiribati,2023,104.7100307,108.5177327,-6740328,-3.51
KNA,Saint Kitts and Nevis,2023,96.46257098,112.3944969,-168277994,-14.18
KOR,South Korea,2023,107.6508654,111.1722598,-57675161355,-3.17
KWT,Kuwait,2023,109.3027001,108.4554576,969774936,0.78
LAO,Lao People's Democratic Republic,2023,109.9535175,124.706328,-2728066944,-11.83
LBN,Lebanon,2023,70.84061094,101.7107295,-14396881817,-30.35
LBR,Liberia,2023,111.3345733,113.8397496,-80449578,-2.201
LBY,Libya,2023,102.4158965,99.964,1494436270,2.453
LCA,Saint Lucia,2023,101.4843311,111.4594345,-197650851,-8.95
LKA,Sri Lanka,2023,88.00506278,115.1957856,-26431355260,-23.6
LSO,Lesotho,2023,97.00874084,108.6529299,-278504486,-10.717
LTU,Lithuania,2023,107.6626478,110.234389,-1239529817,-2.33
LUX,Luxembourg,2023,107.0461764,111.1023223,-2684037054,-3.651
LVA,Latvia,2023,104.1965096,112.2592124,-2479669257,-7.182
MAC,Macao,2023,63.51931405,99.64537258,-18451015922,-36.3
MAR,Morocco,2023,103.8064407,115.5300103,-14496493189,-10.15
MDA,Moldova,2023,101.0962466,115.8648799,-1352137817,-12.75
MDG,Madagascar,2023,104.861212,121.201353,-2154669872,-13.4818
MDV,Maldives,2023,114.461037,124.2350715,-530245940,-7.86737
MEX,Mexico,2023,101.7274018,107.815092,-76252409279,-5.65
MHL,Marshall Islands,2023,102.6555464,108.0309966,-11984744,-4.976
MKD,North Macedonia,2023,102.0528224,113.3175952,-1260020018,-9.94
MLI,Mali,2023,107.7559389,121.2036681,-2155501705,-11.095
MLT,Malta,2023,111.7734106,115.6944542,-560822782,-3.39
MMR,Myanmar,2023,89.85007501,129.9804923,-33583938424,-30.9
MNE,Montenegro,2023,104.4679404,112.8784857,-402003576,-7.451
MNG,Mongolia,2023,106.8449334,123.5301927,-2365063128,-13.51
MOZ,Mozambique,2023,110.5083532,117.7734705,-1321059178,-6.17
MRT,Mauritania,2023,111.5653126,132.1355702,-1505978748,-15.6
MUS,Mauritius,2023,100.4246018,116.8733696,-2281666533,-14.074
MWI,Malawi,2023,105.9686651,122.2457487,-1217109709,-13.3
MYS,Malaysia,2023,110.4111464,119.2518601,-32233388661,-7.41
NAM,Namibia,2023,100.0556698,106.5517255,-730566568,-6.09662
NER,Niger,2023,125.1372067,140.1618937,-1834832535,-10.72
NGA,Nigeria,2023,108.0905825,108.6683238,-2942851876,-0.53
NIC,Nicaragua,2023,116.0850914,102.1089497,1813736511,13.7
NLD,Netherlands,2023,106.4309887,106.2638956,1404000302,0.157
NOR,Norway,2023,108.8046594,107.5081091,5270062419,1.21
NPL,Nepal,2023,111.8827005,128.7673165,-5167585941,-13.11
NRU,Nauru,2023,106.8041333,105.6356763,1047171,1.1061
NZL,New Zealand,2023,106.035341,110.7887664,-9609082692,-4.291
OMN,Oman,2023,105.4495666,117.6607688,-10141841875,-10.37831243
PAK,Pakistan,2023,111.9894725,113.8592389,-6065746438,-1.64
PAN,Panama,2023,110.5369019,119.7076675,-5869889601,-7.66
PER,Peru,2023,105.9404331,114.6408924,-18707743144,-7.59
PHL,Philippines,2023,109.08546,127.0834318,-71312425584,-14.162
PLW,Palau,2023,85.98596386,108.2427998,-60126876,-20.6
PNG,Papua New Guinea,2023,105.2489222,112.3324417,-1751036032,-6.306
POL,Poland,2023,110.7986682,113.7568107,-16905876667,-2.6
PRI,Puerto Rico,2023,100.847317,97.03747012,3672301885,3.926
PRT,Portugal,2023,104.2691099,106.2409229,-4384570401,-1.86
PRY,Paraguay,2023,107.8803342,115.416771,-3065596410,-6.53
QAT,Qatar,2023,105.7744963,111.559134,-9690143122,-5.185
ROU,Romania,2023,108.7489279,113.3173826,-9958552449,-4.03
RUS,Russia,2023,100.5781861,107.1857477,-96572824604,-6.16
RWA,Rwanda,2023,123.022119,136.1748672,-1470858287,-9.659
SAU,Saudi Arabia,2023,109.9462257,109.2005921,5063800609,0.683
SDN,Sudan,2023,93.99830265,98.40082563,-3711520797,-4.47
SEN,Senegal,2023,117.2473968,130.8345924,-3065357506,-10.39
SGP,Singapore,2023,108.5158963,107.3199656,4184057776,1.114
SLB,Solomon Islands,2023,94.78076034,111.4620732,-248163103,-14.96591
SLE,Sierra Leone,2023,108.6905447,121.3192103,-641120946,-10.41
SLV,El Salvador,2023,106.4902763,110.3812891,-1003094339,-3.525
SMR,San Marino,2023,98.87155482,102.3157053,-51962415,-3.37
SOM,Somalia,2023,111.4888104,114.4196847,-200697987,-2.562
SRB,Serbia,2023,111.1571356,116.8733696,-2607498754,-4.89
SSD,South Sudan,2023,97.30919999,126.7131885,-3527831959,-23.2
STP,Sao Tome and Principe,2023,108.1279056,117.545571,-33880331,-8.01
SUR,Suriname,2023,85.28295989,109.0940568,-1251577307,-21.826
SVK,Slovakia,2023,102.5097186,111.4046337,-8850195822,-7.98
SVN,Slovenia,2023,110.8705907,110.6079739,132314525,0.237
SWE,Sweden,2023,105.0030624,107.6775453,-14704876139,-2.484
SWZ,Eswatini,2023,109.8242807,110.4889781,-29278832,-0.602
SYC,Seychelles,2023,112.4424818,114.0884607,-27304275,-1.4427
SYR,Syrian Arab Republic,2023,87.65999283,,,
TCD,Chad,2023,102.5374819,121.4328835,-1988940785,-15.6
TGO,Togo,2023,117.8591414,123.8824651,-307085626,-5
THA,Thailand,2023,101.5307102,111.7877739,-47221487651,-9.18
TJK,Tajikistan,2023,131.1286121,122.1294375,984837488,7.37
TKM,Turkmenistan,2023,86.63476243,123.5301927,-16864910663,-29.9
TLS,Timor-Leste,2023,146.6347098,120.9722535,503012036,21.21
TON,Tonga,2023,98.24824097,111.5643425,-64684794,-11.94
TTO,Trinidad and Tobago,2023,96.61403729,107.5815526,-2596611858,-10.19
TUN,Tunisia,2023,99.95957311,110.3806579,-5136231340,-9.441
TUR,Turkey,2023,123.7064203,115.860992,78171015874,6.77
TUV,Tuvalu,2023,109.5899816,117.7304791,-3731680,-6.91
TZA,Tanzania,2023,116.9273784,126.6047748,-5837265185,-7.64378472
UGA,Uganda,2023,117.9634176,126.7235406,-3469012858,-6.913
UKR,Ukraine,2023,71.97058473,117.3226633,-46233772639,-38.656
URY,Uruguay,2023,104.7289061,112.9857336,-4583641085,-7.308
USA,United States,2023,106.3333388,107.0805607,-1.48914E+11,-0.7
UZB,Uzbekistan,2023,121.5846793,125.8903912,-4571005530,-3.42
VCT,Saint Vincent and the Grenadines,2023,106.4089136,109.5222948,-26829815,-2.84
VNM,Vietnam,2023,120.7768145,128.4051586,-24025290957,-5.941
VUT,Vanuatu,2023,97.3184772,112.1141089,-127863719,-13.2
WSM,Samoa,2023,88.85683499,111.4932848,-212082085,-20.3
YEM,Yemen,2023,100.9925,133.4819978,-11952607892,-24.3
ZAF,South Africa,2023,100.5248667,105.3010486,-17171214064,-5
ZMB,Zambia,2023,110.0886963,113.8574362,-907884207,-3.31
ZWE,Zimbabwe,2023,106.3870299,111.2450097,-1001767831,-4.367
ABW,Aruba,2024,103.6063052,105.5178652,-64627721,-1.812
AGO,Angola,2024,104.691442,113.5736735,-7384574932,-7.8207
ALB,Albania,2024,116.5618622,118.7685197,-286152564,-1.86
ARE,United Arab Emirates,2024,113.2761955,115.4772039,-8877464851,-1.91
ARG,Argentina,2024,104.8566496,107.1474917,-13091033973,-2
ARM,Armenia,2024,120.8434558,128.7258225,-1014263183,-6.12
ATG,Antigua and Barbuda,2024,99.40489939,112.3971545,-211801800,-11.6
AUS,Australia,2024,109.4430327,113.5325366,-61006366343,-3.6
AUT,Austria,2024,104.2611219,108.1748229,-16211423894,-3.62
AZE,Azerbaijan,2024,110.7343738,111.1676953,-232314589,-0.39
BDI,Burundi,2024,111.2619795,111.1676951,3024491,0.085
BEL,Belgium,2024,105.4337128,106.8239688,-6883959069,-1.3
BEN,Benin,2024,132.410801,138.2999736,-835073321,-4.26
BFA,Burkina Faso,2024,122.0889433,133.8225578,-1760233312,-8.77
BGD,Bangladesh,2024,132.3691296,142.0998676,-25092510811,-6.85
BGR,Bulgaria,2024,111.5295764,116.378267,-2785295105,-4.166
BHR,Bahrain,2024,108.0440829,112.2601372,-1474996922,-3.76
BHS,Bahamas,2024,102.2985319,106.6068447,-541760287,-4.04
BIH,Bosnia and Herzegovina,2024,114.2895597,120.4988019,-1142776821,-5.15294934
BLR,Belarus,2024,98.75405187,102.9331855,-2466251951,-4.06
BLZ,Belize,2024,114.2259332,109.6520749,105131044,4.17
BOL,Bolivia,2024,104.3788182,117.5110044,-5015606072,-11.18
BRA,Brazil,2024,106.1856672,112.2597077,-1.10528E+11,-5.410704012
BRB,Barbados,2024,103.7348842,107.849763,-197932706,-3.8
BRN,Brunei,2024,104.7469297,117.4654714,-1688874362,-10.83
BTN,Bhutan,2024,105.25774,136.0973722,-762030198,-22.7
BWA,Botswana,2024,117.0926758,122.7217686,-912572229,-4.59
CAF,Central African Republic,2024,108.847112,127.5030046,-370675672,-14.63
CAN,Canada,2024,105.4798053,108.9395007,-58682076734,-3.176
CHE,Switzerland,2024,106.6614345,107.9063344,-9300769408,-1.154
CHL,Chile,2024,109.0096977,115.364653,-16655115308,-5.51
CHN,China,2024,125.7527338,132.314241,-9.38056E+11,-4.959
CIV,Côte d'Ivoire,2024,131.7305039,140.780227,-5417308035,-6.428
CMR,Cameroon,2024,116.3322621,124.0226192,-2884042831,-6
COD,Democratic Republic of the Congo,2024,135.9737706,119.4580311,7347465679,13.83
COG,Republic of the Congo,2024,100.4732139,114.4473493,-1348140001,-12.21
COL,Colombia,2024,114.7215619,120.7318751,-19316784695,-4.98
COM,Comoros,2024,110.2837725,120.8423898,-115389192,-8.737511106
CPV,Cape Verde,2024,115.7749613,127.6281563,-227003356,-9.29
CRI,Costa Rica,2024,114.1057586,116.0379859,-1244016037,-2
CYP,Cyprus,2024,113.4808696,113.8805729,-99974145,-0.351
CZE,Czech Republic,2024,101.7570337,113.5674797,-25468086702,-10.399
DEU,Germany,2024,101.5839712,106.5909761,-1.80084E+11,-4.697
DJI,Djibouti,2024,120.2210485,147.8836177,-837824700,-18.7
DMA,Dominica,2024,103.0849712,117.2910843,-80530816,-12.1
DNK,Denmark,2024,107.5522704,108.5881664,-3445416659,-0.954
DOM,Dominican Republic,2024,119.8522925,127.6281563,-6942865912,-6
DZA,Algeria,2024,105.561893,111.1674816,-9941825294,-5.042
ECU,Ecuador,2024,104.318122,104.6814648,-369527473,-0.35
EGY,Egypt,2024,123.3869444,133.5700624,-40532620923,-7.62
ESP,Spain,2024,102.1547789,108.7509796,-87328321713,-6.07
EST,Estonia,2024,108.1158327,114.9179403,-1829471647,-5.92
ETH,Ethiopia,2024,134.7012744,138.9451222,-3804186004,-3.054
FIN,Finland,2024,104.170058,107.2208845,-7771802313,-2.845
FJI,Fiji,2024,99.9452596,114.3531156,-751515115,-12.6
FRA,France,2024,103.0530746,107.0042934,-1.03396E+11,-3.69
FSM,Micronesia,2024,99.99715419,103.3631974,-11190698,-3.257
GAB,Gabon,2024,109.0444723,117.170393,-1256286976,-6.94
GBR,United Kingdom,2024,100.2299431,107.7878189,-2.39899E+11,-7.012
GEO,Georgia,2024,124.3094493,124.37969,-12473276,-0.056
GHA,Ghana,2024,114.2552929,128.5825535,-8949624970,-11.14
GIN,Guinea,2024,127.5179139,133.8225578,-761305215,-4.71
GMB,Gambia,2024,121.1791481,132.0615259,-182554893,-8
GNB,Guinea-Bissau,2024,114.503856,127.5066056,-162369148,-10.2
GNQ,Equatorial Guinea,2024,88.35307286,85.13865454,323091686,3.78
GRC,Greece,2024,108.834004,107.299125,3129813517,1.43
GRD,Grenada,2024,102.228423,116.3777192,-160586070,-12.15808
GTM,Guatemala,2024,117.833861,116.8304404,710263834,1
GUY,Guyana,2024,412.4794859,310.4991738,5171464099,32.8
HKG,Hong Kong,2024,102.3290087,112.7834159,-34686883522,-9.269
HND,Honduras,2024,114.3526182,118.7686306,-1075755818,-4
HRV,Croatia,2024,115.4413941,112.809893,1505373349,2.33
HTI,Haiti,2024,92.61369194,102.2854501,-1496622749,-9.46
HUN,Hungary,2024,110.3888189,114.1370564,-5523961573,-3.283979433
IDN,Indonesia,2024,117.6682578,128.7258225,-1.1603E+11,-8.59
IND,India,2024,122.7360776,134.074814,-3.0453E+11,-8.46
IRL,Ireland,2024,148.3241303,115.86187,1.20518E+11,28
IRN,Iran,2024,116.0707515,104.060401,52161282279,11.54
IRQ,Iraq,2024,102.2383331,116.2370972,-28244661752,-12.043
ISL,Iceland,2024,108.1395018,110.0808958,-404639470,-1.76
ISR,Israel,2024,120.3283873,116.3364601,14309472539,3.431
ITA,Italy,2024,102.102788,103.3334332,-23605715258,-1.1909
JAM,Jamaica,2024,101.7567053,108.5755863,-1018340445,-6
JOR,Jordan,2024,108.1493816,112.6996192,-1906377725,-4
JPN,Japan,2024,100.4094063,102.5247195,-96649792733,-2.06
KAZ,Kazakhstan,2024,113.0740466,120.1518807,-14941801215,-5.89074
KEN,Kenya,2024,124.6268382,132.815431,-6900113231,-6.17
KGZ,Kyrgyzstan,2024,109.3112694,122.3685561,-1034218600,-10.67
KHM,Cambodia,2024,117.5638327,138.9492681,-5081192678,-15.39
KIR,Kiribati,2024,107.2230716,110.4797333,-5764886,-2.95
KNA,Saint Kitts and Nevis,2024,100.1725215,115.3965539,-160801002,-13.19
KOR,South Korea,2024,110.27647,114.4140429,-67767241225,-3.62
KWT,Kuwait,2024,112.1445702,110.6245668,1739833918,1.37
LAO,Lao People's Democratic Republic,2024,114.571565,131.6898823,-3165492819,-13
LBR,Liberia,2024,117.4579749,118.621019,-37349234,-0.98
LBY,Libya,2024,111.0229284,99.964,6740441039,11.063
LCA,Saint Lucia,2024,104.9347985,114.1344609,-182285942,-8.06
LKA,Sri Lanka,2024,89.06112353,119.4580296,-29547998052,-25.45
LSO,Lesotho,2024,100.0160117,111.695212,-279341879,-10.456
LTU,Lithuania,2024,110.6039913,112.7532448,-1035898849,-1.91
LUX,Luxembourg,2024,108.8723841,113.9676512,-3371645346,-4.471
LVA,Latvia,2024,107.2525932,115.6326017,-2577256037,-7.247
MAC,Macao,2024,76.61890219,99.89647892,-11888784892,-23.3
MAR,Morocco,2024,107.2320532,119.9201507,-15689156499,-10.58
MDA,Moldova,2024,105.3422888,120.2677454,-1366495726,-12.41
MDG,Madagascar,2024,109.8945504,127.2614207,-2290058092,-13.6466
MDV,Maldives,2024,120.5274722,131.1922355,-578568394,-8.12911
MEX,Mexico,2024,103.6602225,110.2948391,-83103030878,-6.02
MHL,Marshall Islands,2024,104.8113127,109.3770628,-10179490,-4.174
MKD,North Macedonia,2024,104.8082486,116.8304406,-1344741071,-10.29
MLI,Mali,2024,112.0661764,127.1426479,-2416568573,-11.858
MLT,Malta,2024,115.7167766,119.3781657,-523684669,-3.07
MMR,Myanmar,2024,90.93027002,138.8191658,-40076775550,-34.5
MNE,Montenegro,2024,107.7064464,116.4905972,-419861009,-7.541
MNG,Mongolia,2024,113.5761645,130.3243532,-2373983122,-12.85
MOZ,Mozambique,2024,119.6805467,122.9555032,-595504668,-2.66
MRT,Mauritania,2024,117.8129699,143.6313648,-1890202575,-18
MUS,Mauritius,2024,104.5420104,121.5483044,-2359002958,-13.991
MWI,Malawi,2024,108.5119131,128.7247734,-1511405175,-15.7
MYS,Malaysia,2024,115.0484143,124.6181938,-34891574565,-7.68
NAM,Namibia,2024,101.7566162,108.5762083,-766952475,-6.28093
NER,Niger,2024,140.7793575,156.841159,-1961486185,-10.24
NGA,Nigeria,2024,111.3332999,110.9503586,1950595042,0.35
NIC,Nicaragua,2024,120.0319847,103.1300392,2193429072,16.4
NLD,Netherlands,2024,107.7379612,107.8812321,-1203834118,-0.133
NOR,Norway,2024,111.5682978,109.322846,9127043589,2.05
NPL,Nepal,2024,117.3649529,137.2659594,-6090761029,-14.5
NRU,Nauru,2024,108.940216,107.7452207,1070955,1.1091
NZL,New Zealand,2024,106.9366414,113.5474067,-13363708234,-5.822
OMN,Oman,2024,108.4021545,122.7201818,-11891635846,-11.66721493
PAK,Pakistan,2024,114.229262,118.2997492,-13205148868,-3.44
PAN,Panama,2024,116.9480425,125.4536356,-5444135715,-6.78
PER,Peru,2024,108.6948842,118.7679645,-21659155213,-8.48
PHL,Philippines,2024,115.5215022,134.9626046,-77030466434,-14.405
PLW,Palau,2024,93.81068691,110.4076558,-44836736,-15
PNG,Papua New Guinea,2024,109.8798749,115.7024149,-1439323692,-5.032
POL,Poland,2024,113.6794334,117.2832718,-20596048688,-3.073
PRI,Puerto Rico,2024,99.23375997,96.30677797,2821310603,3.039
PRT,Portugal,2024,106.0062332,107.8345367,-4065459200,-1.7
PRY,Paraguay,2024,112.5191888,119.8026083,-2962676566,-6.08
QAT,Qatar,2024,108.8419568,115.1290262,-10531792373,-5.461
ROU,Romania,2024,112.9901362,116.8302214,-8370815287,-3.29
RUS,Russia,2024,101.8665927,109.1150912,-1.0594E+11,-6.64
RWA,Rwanda,2024,132.248778,147.0688566,-1657314135,-10.077
SAU,Saudi Arabia,2024,113.5744511,111.8214063,11905404546,1.568
SDN,Sudan,2024,95.40827719,98.59762728,-2688762615,-3.23
SEN,Senegal,2024,128.8548886,139.9930139,-2512831703,-7.96
SGP,Singapore,2024,110.8110075,110.0040379,2823246642,0.734
SLB,Solomon Islands,2024,97.05549868,114.4715491,-259093583,-15.2143
SLE,Sierra Leone,2024,112.7120949,127.3851708,-744909767,-11.52
SLV,El Salvador,2024,108.726572,113.1408213,-1137983540,-3.902
SMR,San Marino,2024,99.81478945,102.8262606,-45434518,-2.93
SOM,Somalia,2024,115.6138963,118.4243737,-192453540,-2.373
SRB,Serbia,2024,114.4918496,121.5483044,-3218849485,-5.81
SSD,South Sudan,2024,99.54731159,132.6699755,-3973991224,-25
STP,Sao Tome and Principe,2024,111.8042545,122.8351217,-39683872,-8.98
SUR,Suriname,2024,88.01201461,111.3850319,-1228550631,-20.984
SVK,Slovakia,2024,105.2774811,114.1897496,-8867462017,-7.8
SVN,Slovenia,2024,113.18446,112.9572873,114456668,0.201
SWE,Sweden,2024,106.0656934,109.8170981,-20626021568,-3.416
SWZ,Eswatini,2024,113.009185,113.2512026,-10660479,-0.214
SYC,Seychelles,2024,115.8157562,117.9674684,-35693616,-1.824
TCD,Chad,2024,106.0237564,127.2616619,-2235514089,-16.7
TGO,Togo,2024,124.1056761,130.6960006,-335992891,-5
THA,Thailand,2024,105.1858157,115.0296193,-45318920440,-8.56
TJK,Tajikistan,2024,137.6850427,128.2359094,1034079362,7.37
TKM,Turkmenistan,2024,88.46362227,130.3243532,-19134550920,-32.1
TLS,Timor-Leste,2024,151.1803858,127.0208662,473552844,19.02
TON,Tonga,2024,100.9991917,113.7800104,-62084584,-11.23
TTO,Trinidad and Tobago,2024,98.88253489,109.369558,-2482853027,-9.59
TUN,Tunisia,2024,102.9583603,113.250555,-5072705390,-9.088
TUR,Turkey,2024,129.0257966,120.4954317,84995651959,7.08
TUV,Tuvalu,2024,112.987271,120.9633581,-3656313,-6.59
TZA,Tanzania,2024,123.4753115,134.4542708,-6622349090,-8.16557133
UGA,Uganda,2024,125.2771492,134.326953,-3583726584,-6.737
UKR,Ukraine,2024,74.92137871,122.2502152,-48248960862,-38.715
URY,Uruguay,2024,107.6613155,116.6012771,-4962871673,-7.667
USA,United States,2024,107.1840056,108.9009303,-3.42166E+11,-1.58
UZB,Uzbekistan,2024,128.1502521,133.4438147,-5619721975,-3.97
VCT,Saint Vincent and the Grenadines,2024,111.5165416,112.0413076,-4522213,-0.47
VNM,Vietnam,2024,128.2649768,136.6230887,-26323677837,-6.118
VUT,Vanuatu,2024,101.2112163,115.365418,-122320487,-12.27
WSM,Samoa,2024,91.87796747,113.9840447,-207112997,-19.39
YEM,Yemen,2024,103.01235,138.2419658,-12960673844,-25.5
ZAF,South Africa,2024,102.0327397,106.8805644,-17428782275,-5
ZMB,Zambia,2024,115.2628649,118.4117336,-758558126,-2.659
ZWE,Zimbabwe,2024,110.0041891,114.35987,-898188390,-3.809
ABW,Aruba,2025,104.8495808,106.6785617,-61835812,-1.714
AGO,Angola,2025,107.9368766,116.9808837,-7519073127,-7.7312
ALB,Albania,2025,120.4084037,122.9254179,-326398672,-2.05
ARE,United Arab Emirates,2025,117.1275862,118.94152,-7316252524,-1.53
ARG,Argentina,2025,106.9537826,109.611884,-15189740046,-2
ARM,Armenia,2025,126.8856286,135.4195652,-1098103922,-6.3
ATG,Antigua and Barbuda,2025,103.4526669,114.6450975,-182460778,-9.8
AUS,Australia,2025,111.7314865,116.5297956,-71580173663,-4.12
AUT,Austria,2025,106.1023734,109.8623501,-15574664002,-3.42
AZE,Azerbaijan,2025,113.6134674,113.5022169,59644212,0.098
BDI,Burundi,2025,115.8237206,113.6133844,70903971,1.945
BEL,Belgium,2025,106.6746676,108.2789113,-7943535275,-1.48
BEN,Benin,2025,140.4878598,147.5660718,-1003676832,-4.8
BFA,Burkina Faso,2025,128.3154793,141.8519112,-2030685303,-9.54
BGD,Bangladesh,2025,140.8407541,152.4731579,-29996308706,-7.63
BGR,Bulgaria,2025,114.8754637,119.9859933,-2935706608,-4.259
BHR,Bahrain,2025,111.3934494,114.9543805,-1245800475,-3.1
BHS,Bahamas,2025,104.242204,108.2976292,-509960267,-3.74
BIH,Bosnia and Herzegovina,2025,118.2896943,125.1982552,-1271482572,-5.518096792
BLR,Belarus,2025,100.0378545,103.4478514,-2012357636,-3.296
BLZ,Belize,2025,116.5104519,111.6258123,112274415,4.38
BOL,Bolivia,2025,106.4663946,121.5063785,-5744255669,-12.38
BRA,Brazil,2025,108.7341233,114.9539407,-1.13181E+11,-5.41070392
BRB,Barbados,2025,106.9506655,109.8341986,-138702873,-2.6
BRN,Brunei,2025,108.0234137,119.9510408,-1583850107,-9.94
BTN,Bhutan,2025,109.7838231,144.5354093,-858692412,-24
BWA,Botswana,2025,121.7763828,127.8760829,-988865714,-4.77
CAF,Central African Republic,2025,112.9833023,133.8654046,-414908440,-15.6
CAN,Canada,2025,107.8499365,110.7914722,-49893243013,-2.655
CHE,Switzerland,2025,107.9413717,109.6328358,-12637093764,-1.543
CHL,Chile,2025,111.4079111,118.8255926,-19440316343,-6.24
CHN,China,2025,131.2858542,139.8561527,-1.22524E+12,-6.128
CIV,Côte d'Ivoire,2025,140.2929867,150.7756231,-6275072745,-6.952
CMR,Cameroon,2025,121.5672139,129.603637,-3013824758,-6
COD,Democratic Republic of the Congo,2025,146.1718034,123.7585202,9971144729,18.11
COG,Republic of the Congo,2025,103.2864639,117.1940857,-1341723170,-11.87
COL,Colombia,2025,118.3926519,125.4404182,-22651096652,-5.62
COM,Comoros,2025,114.2539882,125.1927158,-119543204,-8.737511194
CPV,Cape Verde,2025,121.9110345,134.0095641,-231701818,-9.03
CRI,Costa Rica,2025,117.7571429,119.7512014,-1283824551,-2
CYP,Cyprus,2025,116.8739476,116.7378365,34044229,0.117
CZE,Czech Republic,2025,105.2218607,116.4464153,-24204668475,-9.639
DEU,Germany,2025,103.6603475,107.8348928,-1.50144E+11,-3.871
DJI,Djibouti,2025,127.3140904,160.3058416,-999231263,-20.6
DMA,Dominica,2025,107.4145397,119.031684,-65854615,-9.8
DNK,Denmark,2025,109.0580021,110.2289336,-3894547866,-1.062
DOM,Dominican Republic,2025,125.8449071,134.0095641,-7290009208,-6
DZA,Algeria,2025,107.7786926,113.6131662,-10347765566,-5.135
ECU,Ecuador,2025,107.1347112,105.9376424,1217444637,1.13
EGY,Egypt,2025,129.1861306,141.5842661,-49349220041,-8.76
ESP,Spain,2025,104.2356717,110.4822952,-82700203868,-5.65
EST,Estonia,2025,112.0080027,118.1356426,-1648069130,-5.19
ETH,Ethiopia,2025,144.1303636,148.8102258,-4195029460,-3.145
FIN,Finland,2025,105.5159351,108.666222,-8025171806,-2.899
FJI,Fiji,2025,103.4433437,117.7837091,-747994798,-12.18
FRA,France,2025,105.0131441,108.5365949,-92202100215,-3.25
FSM,Micronesia,2025,101.2971172,103.9833765,-8930698,-2.583
GAB,Gabon,2025,112.3158064,121.037016,-1348320063,-7.21
GBR,United Kingdom,2025,102.4079397,109.4369725,-2.23113E+11,-6.423
GEO,Georgia,2025,130.5249218,129.9767761,97339185,0.422
GHA,Ghana,2025,119.7395472,134.497351,-9218566817,-10.97
GIN,Guinea,2025,134.6589169,141.8519112,-868576270,-5.07
GMB,Gambia,2025,128.2075389,139.3249099,-186496967,-8
GNB,Guinea-Bissau,2025,119.6565295,133.8819359,-177636822,-10.63
GNQ,Equatorial Guinea,2025,85.61412769,81.05199912,458554446,5.63
GRC,Greece,2025,110.3620334,108.2991528,4206475876,1.9
GRD,Grenada,2025,105.397504,120.1018062,-166885057,-12.243198
GTM,Guatemala,2025,121.9580462,120.5690145,983215752,1
GUY,Guyana,2025,528.7987051,355.8320531,8771210951,48.6
HKG,Hong Kong,2025,105.3231555,116.0022546,-35432393184,-9.206
HND,Honduras,2025,118.6980177,122.9255326,-1029837196,-3
HRV,Croatia,2025,119.2509601,115.5173304,2135855701,3.23
HTI,Haiti,2025,94.83642064,103.7174464,-1374263601,-8.56
HUN,Hungary,2025,113.2589281,117.1046198,-5667584737,-3.283979528
IDN,Indonesia,2025,123.5516707,135.4195652,-1.24533E+11,-8.764
IND,India,2025,130.7139226,142.2533777,-3.09921E+11,-8.11
IRL,Ireland,2025,153.5955699,118.9716026,1.28544E+11,29.1
IRN,Iran,2025,118.2760958,105.101005,57219781275,12.54
IRQ,Iraq,2025,106.0211515,119.1430246,-26475399364,-11.014
ISL,Iceland,2025,110.6418499,112.2131628,-327504470,-1.4
ISR,Israel,2025,124.3774376,119.8160836,16350640973,3.807
ITA,Italy,2025,103.3576312,104.0009672,-12340197458,-0.6186
JAM,Jamaica,2025,102.9777857,110.7470981,-1160279069,-7
JOR,Jordan,2025,110.7449669,115.5171097,-1999347630,-4
JPN,Japan,2025,101.00383,102.9348184,-88227893595,-1.88
KAZ,Kazakhstan,2025,117.1447122,124.5975003,-15733355294,-5.98149
KEN,Kenya,2025,131.2320608,140.518726,-7825403268,-6.61
KGZ,Kyrgyzstan,2025,113.6837201,127.5080354,-1094972050,-10.84
KHM,Cambodia,2025,124.9703544,148.3978183,-5566379921,-15.79
KIR,Kiribati,2025,109.6892022,112.4772069,-4935278,-2.48
KNA,Saint Kitts and Nevis,2025,103.1716867,118.4787958,-161678483,-12.92
KOR,South Korea,2025,112.8569394,117.7503564,-80146834299,-4.16
KWT,Kuwait,2025,114.83604,112.8370581,2288084633,1.77
LAO,Lao People's Democratic Republic,2025,119.612714,139.0645157,-3596997159,-13.99
LBR,Liberia,2025,124.0356213,123.6031018,13889646,0.35
LBY,Libya,2025,119.6971498,99.964,12027397930,19.74
LCA,Saint Lucia,2025,107.5581685,116.873688,-184581583,-7.971
LKA,Sri Lanka,2025,90.842346,123.8779767,-32113029831,-26.67
LSO,Lesotho,2025,103.3165401,114.8226779,-275202590,-10.021
LTU,Lithuania,2025,113.4520441,115.3296564,-904973048,-1.63
LUX,Luxembourg,2025,111.5680644,116.906877,-3532804519,-4.567
LVA,Latvia,2025,110.9324297,119.1073614,-2514185051,-6.863
MAC,Macao,2025,83.23187964,100.148218,-8639847302,-16.9
MAR,Morocco,2025,110.9851751,124.4771165,-16683129960,-10.84
MDA,Moldova,2025,109.6613225,124.8379197,-1389488828,-12.16
MDG,Madagascar,2025,115.4991724,133.6244917,-2390069920,-13.5644
MDV,Maldives,2025,127.6385932,138.5390007,-591352202,-7.86811
