iso3c,country,year,gdp,gdp_forc20,gap_dollars,gap_relative
HTI,Haiti,2021,94.91850936,98.107,-493391950,-3.25
HND,Honduras,2021,102.4456842,107.1225,-1139288445,-4
HKG,Hong Kong,2021,99.38294114,103.961029,-15189728116,-4.404
HUN,Hungary,2021,102.2464084,105.678,-5057305045,-3.247214759
ISL,Iceland,2021,97.2594794,103.7124029,-1344965273,-6.22
IND,India,2021,101.5125274,112.2538,-2.88483E+11,-9.57
IDN,Indonesia,2021,101.5500109,110.5652,-94599105347,-8.154
IRN,Iran,2021,108.2072484,101,31301277892,7.14
IRQ,Iraq,2021,91.14394572,107.9377,-33883984808,-15.559
IRL,Ireland,2021,120.6131555,106.7612815,51425954992,13
IMN,Isle of Man,2021,93.21513643,,,
ISR,Israel,2021,106.5947515,106.3259804,963437554,0.253
ITA,Italy,2021,97.088277,101.3151564,-81078208831,-4.172
JAM,Jamaica,2021,94.14,102.3132,-1220596173,-8
JPN,Japan,2021,97.07548396,101.3042,-1.93212E+11,-4.17
JOR,Jordan,2021,100.623695,104.6528,-1688042848,-4
KAZ,Kazakhstan,2021,101.6925,107.7443,-12775771734,-5.61682
KEN,Kenya,2021,107.2483946,112.148,-4128649781,-4.37
KIR,Kiribati,2021,100.9447901,104.4389696,-6185336,-3.35
KOR,South Korea,2021,103.406501,105.0269506,-26540535206,-1.54
XKX,Kosovo,2021,104.8314911,108.4722,-274779617,-3.4
KWT,Kuwait,2021,100,104.244,-4857788438,-4.07
KGZ,Kyrgyzstan,2021,94.90901599,108.16,-1049560633,-12.25
LAO,Lao People's Democratic Republic,2021,103.0441012,111.8306,-1624785787,-7.86
LVA,Latvia,2021,101.7754695,105.7698863,-1228475478,-3.777
LBN,Lebanon,2021,73.09711893,100.7012,-12873701528,-27.41
LSO,Lesotho,2021,92.8786147,102.8147,-237650240,-9.664
LBR,Liberia,2021,101.8554933,104.8476,-96086542,-2.854
LBY,Libya,2021,99.93528739,99.964,-17500397,-0.029
LIE,Liechtenstein,2021,100,,,
LTU,Lithuania,2021,105.9579675,105.2469172,342712581,0.68
LUX,Luxembourg,2021,104.2643311,105.5077884,-822821860,-1.179
MAC,Macao,2021,54.58149492,98.87268096,-22621271516,-44.8
MDG,Madagascar,2021,96.95044381,109.9332,-1711953015,-11.8097
MWI,Malawi,2021,103.573426,110.2496,-499207126,-6.1
MYS,Malaysia,2021,97.38656921,109.2025,-43081079520,-10.82
MDV,Maldives,2021,94.27070348,111.408,-929706349,-15.38246
MLI,Mali,2021,101.7794496,110.145,-1340892414,-7.595
MLT,Malta,2021,101.1162654,108.221591,-1016267330,-6.57
MHL,Marshall Islands,2021,99.25266861,104.3531551,-11371703,-4.888
MRT,Mauritania,2021,101.4839019,111.8306,-757496947,-9.3
MUS,Mauritius,2021,88.56558182,108.056,-2703584572,-18.037
MEX,Mexico,2021,96.35557834,103.0216,-83496399403,-6.47
FSM,Micronesia,2021,95.10268239,101.524765,-21350762,-6.326
MDA,Moldova,2021,105.5352713,107.5368,-183249360,-1.86
MCO,Monaco,2021,105.7939778,,,
MNG,Mongolia,2021,97.0044177,110.986,-1981828652,-12.6
MNE,Montenegro,2021,95.22415111,105.9868,-514428396,-10.155
MAR,Morocco,2021,100.1726768,107.226,-8721614177,-6.58
MOZ,Mozambique,2021,101.1009133,108.0554,-1264575386,-6.44
MMR,Myanmar,2021,84.69231314,113.9556,-24489564039,-25.7
NAM,Namibia,2021,94.40639124,102.6153,-923199330,-7.99969
NRU,Nauru,2021,102.6666667,102.0163438,582819,0.6375
NPL,Nepal,2021,101.7766831,113.316,-3531641550,-10.18
NLD,Netherlands,2021,100.7881465,103.1900111,-20181678319,-2.328
NCL,,2021,100,,,
NZL,New Zealand,2021,102.4148215,105.3897138,-6013765539,-2.823
NIC,Nicaragua,2021,108.3692041,100.097,1073515058,8.3
NER,Niger,2021,104.9866029,111.936,-848668583,-6.21
NGA,Nigeria,2021,101.7874937,104.2441,-12513260473,-2.36
MKD,North Macedonia,2021,97.61112577,106.6056,-1006076007,-8.44
MNP,Northern Mariana Islands,2021,139.5324123,,,
NOR,Norway,2021,103.13592,104.0564946,-3741841526,-0.88
OMN,Oman,2021,99.60805217,108.1591,-7101952262,-7.90599019
PAK,Pakistan,2021,105.1303482,105.472,-1108359503,-0.32
PLW,Palau,2021,78.77375403,104.0396,-68255721,-24.3
PAN,Panama,2021,94.63897407,108.9932,-9187643113,-13.17
PNG,Papua New Guinea,2021,97.12311668,105.8841,-2165702737,-8.274
PRY,Paraguay,2021,103.248997,107.1209,-1574973988,-3.61
PER,Peru,2021,100.9346786,106.812,-12637426977,-5.5
PHL,Philippines,2021,95.64201803,112.6782,-67501575804,-15.119
POL,Poland,2021,104.689314,107.0188,-13313085244,-2.177
PRT,Portugal,2021,96.72680886,103.124,-14224946552,-6.2
PRI,Puerto Rico,2021,95.84497606,98.53737075,-2595192483,-2.732
QAT,Qatar,2021,97.89239645,104.748,-11484173059,-6.545
ROU,Romania,2021,101.2350596,106.6054,-11706544127,-5.04
RUS,Russia,2021,101.9593092,103.4288,-21477344730,-1.42
RWA,Rwanda,2021,107.1600708,116.748,-1072208251,-8.212
WSM,Samoa,2021,90.02718844,106.6832501,-156051515,-15.61
SMR,San Marino,2021,93.35208918,101.302187,-119944321,-7.85
STP,Sao Tome and Principe,2021,104.9592898,107.64,-9643935,-2.49
SAU,Saudi Arabia,2021,98.9691604,104.1418,-35128803555,-4.967
SEN,Senegal,2021,107.4703863,114.276,-1535389612,-5.96
SRB,Serbia,2021,106.5785018,108.056,-673970770,-1.37
SYC,Seychelles,2021,99.56442109,106.7089,-118515986,-6.6953
SLE,Sierra Leone,2021,102.0549329,110.0401,-405383917,-7.26
SGP,Singapore,2021,103.1554025,102.5816199,2007423551,0.559
SXM,,2021,100,,,
SVK,Slovakia,2021,99.53789797,105.523223,-5955233775,-5.67
SVN,Slovenia,2021,103.5348623,105.7502702,-1116191350,-2.095
SLB,Solomon Islands,2021,96.42235076,105.6784,-137699588,-8.7587
SOM,Somalia,2021,106.6392824,106.812,-11827216,-0.162
ZAF,South Africa,2021,98.25901379,102.2117,-14210601981,-4
SSD,South Sudan,2021,100,113.639882,-1636485860,-12
ESP,Spain,2021,93.56903833,103.5804359,-1.32543E+11,-9.67
LKA,Sri Lanka,2021,99.73895188,107.1221,-7176955624,-6.89
KNA,Saint Kitts and Nevis,2021,84.71613177,106.605,-231197086,-20.53
LCA,Saint Lucia,2021,84.88548413,106.296,-424236876,-20.142
VCT,Saint Vincent and the Grenadines,2021,95.96763498,104.6529,-74845974,-8.3
SDN,Sudan,2021,94.56950243,98.0084,-2899142124,-3.51
SUR,Suriname,2021,81.73124675,104.6525,-1204804658,-21.902
SWE,Sweden,2021,102.7947314,103.5429856,-4114061005,-0.723
CHE,Switzerland,2021,101.7458637,102.900412,-8625742938,-1.122
SYR,Syrian Arab Republic,2021,96.12631831,,,
TJK,Tajikistan,2021,114.0050531,110.775,353485461,2.92
TZA,Tanzania,2021,106.3608533,112.2538,-3554540006,-5.24966346
THA,Thailand,2021,95.24331781,105.5756,-47567778716,-9.79
TLS,Timor-Leste,2021,138.8946656,109.7254,571749312,26.58
TGO,Togo,2021,107.1056289,111.3025,-213968044,-4
TON,Tonga,2021,97.8081045,106.6732257,-43063545,-8.31
TTO,Trinidad and Tobago,2021,91.37394983,103.8181966,-2946235120,-11.99
TUN,Tunisia,2021,95.32896846,104.8572,-4696171517,-9.0869
TUR,Turkey,2021,113.5137901,107.12,63707047411,5.97
TKM,Turkmenistan,2021,83.17496198,110.986,-12712432649,-25.1
TCA,Turks and Caicos Islands,2021,74.75468096,,,
TUV,Tuvalu,2021,104.5454545,108.8098872,-1954856,-3.92
UGA,Uganda,2021,106.5922621,112.7835,-2451733137,-5.489
UKR,Ukraine,2021,99.51960056,108.0554,-8701744723,-7.899
ARE,United Arab Emirates,2021,98.76511079,105.678,-27882187780,-6.54
GBR,United Kingdom,2021,95.66398971,103.0133426,-2.3328E+11,-7.134
USA,United States,2021,103.013123,103.5306,-1.03128E+11,-0.5
URY,Uruguay,2021,97.9782076,106.0875,-4501739419,-7.644
UZB,Uzbekistan,2021,109.446317,112.042,-2755614344,-2.32
VUT,Vanuatu,2021,95.02875924,105.9868,-94699292,-10.34
VNM,Vietnam,2021,105.5003621,113.4225,-24950587869,-6.985
VIR,Virgin Islands (U.S.),2021,97.85299318,,,
PSE,Palestine,2021,94.93398193,105.165,-1619467850,-9.7
YEM,Yemen,2021,100,115.8701414,-5838489071,-13.7
ZMB,Zambia,2021,101.6856017,105.2676,-862898435,-3.403
ZWE,Zimbabwe,2021,99.98912555,105.2675,-1088457747,-5.014
ABW,Aruba,2022,100.8151373,103.234221,-81786534,-2.343
AGO,Angola,2022,98.778744,107.05408,-6880009677,-7.7301
ALB,Albania,2022,109.7647875,110.871684,-143538936,-1
ARE,United Arab Emirates,2022,106.5675546,108.84834,-9199234018,-2.1
ARG,Argentina,2022,104.5909885,102.3836814,12613672798,2
ARM,Armenia,2022,110.4488896,116.3145904,-754768797,-5.04
ATG,Antigua and Barbuda,2022,89.38855532,108.032636,-303938756,-17.3
AUS,Australia,2022,105.9251524,107.7347743,-26995561555,-1.68
AUT,Austria,2022,102.6962897,104.8771334,-9033542075,-2.08
AZE,Azerbaijan,2022,105.7079603,106.6417143,-500609095,-0.876
BDI,Burundi,2022,103.9666403,106.433124,-79120764,-2.317
BEL,Belgium,2022,103.5483313,103.9755487,-2115399513,-0.41
BEN,Benin,2022,117.9564211,121.4767763,-499179590,-2.9
BFA,Burkina Faso,2022,111.6942309,119.1016,-1111226029,-6.22
BGD,Bangladesh,2022,118.4803854,123.4224688,-12744077686,-4
BGR,Bulgaria,2022,106.8884786,109.484983,-1491543065,-2.372
BHR,Bahrain,2022,101.9414594,107.0596096,-1790597395,-4.78
BHS,Bahamas,2022,96.1578889,103.2908368,-896951566,-6.91
BIH,Bosnia and Herzegovina,2022,108.2543781,111.6224714,-619879007,-3.017397134
BLR,Belarus,2022,96.80972533,101.9115225,-3010747755,-5.006
BLZ,Belize,2022,109.3615322,105.8086804,81663005,3.36
BOL,Bolivia,2022,99.83626803,109.910064,-3847508071,-9.17
BRA,Brazil,2022,103.4778586,107.0592,-65169147010,-3.345197248
BRB,Barbados,2022,95.17738974,103.9878056,-423796074,-8.5
BRN,Brunei,2022,98.02195426,112.3046499,-1896575816,-12.72
BTN,Bhutan,2022,97.69651811,120.6703872,-567671557,-19
BWA,Botswana,2022,108.2587609,113.0280324,-773180492,-4.22
CAF,Central African Republic,2022,101.8081,115.6743206,-275509232,-11.99
CAN,Canada,2022,102.4346625,105.327912,-49074228580,-2.747
CHE,Switzerland,2022,103.9171205,104.5344705,-4612282708,-0.591
CHL,Chile,2022,107.5122669,108.74225,-3223549137,-1.13
CHN,China,2022,113.8470635,118.4286054,-6.54993E+11,-3.869
CIV,Côte d'Ivoire,2022,116.4695049,122.733387,-3749659352,-5.104
CMR,Cameroon,2022,107.4525947,113.571227,-2294613565,-5
COD,Democratic Republic of the Congo,2022,117.3348892,111.3001736,2684703625,5.42
COG,Republic of the Congo,2022,93.0734121,109.1454976,-1550537531,-14.73
COL,Colombia,2022,110.5920546,111.8383756,-4005600733,-1.11
COM,Comoros,2022,104.2564959,112.5899936,-91072111,-7.40163263
CPV,Cape Verde,2022,104.8124203,115.7625,-209707581,-9.46
CRI,Costa Rica,2022,107.6601456,108.9534,-832629400,-1
CYP,Cyprus,2022,107.7194652,108.4280812,-177239673,-0.654
CZE,Czech Republic,2022,100.2356226,108.0150581,-16775601701,-7.202
DEU,Germany,2022,100.5903366,104.076069,-1.25369E+11,-3.349
DJI,Djibouti,2022,109.2545168,125.8524,-502705166,-13.2
DMA,Dominica,2022,94.12760071,113.2131784,-108191250,-16.9
DNK,Denmark,2022,106.4873964,105.3660437,3729647632,1.064
DOM,Dominican Republic,2022,109.858669,115.7625,-5271376714,-5
DZA,Algeria,2022,101.364588,106.4329196,-8988969866,-4.762
ECU,Ecuador,2022,98.90523628,102.2136192,-3364696233,-3.24
EGY,Egypt,2022,114.0781661,118.87688,-19100677593,-4.04
ESP,Spain,2022,98.69194318,105.311265,-87634425888,-6.29
EST,Estonia,2022,106.0358338,108.7430736,-728129985,-2.49
ETH,Ethiopia,2022,119.2088875,121.1335272,-1725247407,-1.589
FIN,Finland,2022,102.8011668,104.392776,-4054531449,-1.525
FJI,Fiji,2022,91.43704286,107.788779,-852908082,-15.17
FRA,France,2022,101.0683048,104.0453139,-77902746390,-2.86
FSM,Micronesia,2022,94.53206628,102.1339136,-25272990,-7.443
GAB,Gabon,2022,102.6851792,109.803768,-1100551023,-6.48
GBR,United Kingdom,2022,99.53359809,104.560603,-1.59565E+11,-4.808
GEO,Georgia,2022,113.4003368,113.8982075,-88411394,-0.437
GHA,Ghana,2022,109.2866831,117.5218656,-5144165199,-7.01
GIN,Guinea,2022,114.1357279,119.1016,-599644385,-4.17
GMB,Gambia,2022,109.3921445,118.650997,-155319807,-8
GNB,Guinea-Bissau,2022,104.8546105,115.65225,-134833292,-9.34
GNQ,Equatorial Guinea,2022,97.60397788,93.940504,368227728,3.9
GRC,Greece,2022,104.506342,105.3632232,-1747289744,-0.81
GRD,Grenada,2022,95.52379873,109.2723912,-156038322,-12.581945
GTM,Guatemala,2022,110.3189352,109.697472,439898089,1
GUY,Guyana,2022,271.8287566,236.423811,1795399538,15
HKG,Hong Kong,2022,95.89758139,106.722234,-35915328212,-10.143
HND,Honduras,2022,106.5435115,110.8717875,-1054382932,-4
HRV,Croatia,2022,109.8825461,107.5838976,1314962089,2.14
HTI,Haiti,2022,93.3048947,99.480498,-955622361,-6.21
HUN,Hungary,2022,106.9497431,108.425628,-2175084084,-1.361195648
IDN,Indonesia,2022,106.9321617,116.3145904,-98452661724,-8.066
IND,India,2022,108.5168919,119.1012818,-2.8427E+11,-8.89
IRL,Ireland,2022,135.0505502,109.8424121,93586801206,22.9
IRN,Iran,2022,111.3452587,102.01,40543285160,9.15
IRQ,Iraq,2022,97.52402192,110.6361425,-26455721996,-11.852
ISL,Iceland,2022,103.5278528,105.8229503,-478360909,-2.17
ISR,Israel,2022,113.4509259,109.614643,13751549520,3.5
ITA,Italy,2022,100.6562712,102.0111915,-25989507442,-1.3282
JAM,Jamaica,2022,98.09387981,104.359464,-935710380,-6
JOR,Jordan,2022,103.1392874,107.26912,-1730243919,-4
JPN,Japan,2022,98.11904541,101.7094168,-1.64046E+11,-3.53
KAZ,Kazakhstan,2022,105.0483525,111.7308391,-14107195118,-5.98088
KEN,Kenya,2022,112.8253109,118.652584,-4910348450,-4.91
KGZ,Kyrgyzstan,2022,101.5526471,112.70272,-883155361,-9.89
KHM,Cambodia,2022,105.0281929,121.8186432,-3989421391,-13.78
KIR,Kiribati,2022,102.1561275,106.4546418,-7609156,-4.04
KNA,Saint Kitts and Nevis,2022,92.30161421,109.483335,-181478720,-15.69
KOR,South Korea,2022,106.0547415,108.0664306,-32948451010,-1.86
KWT,Kuwait,2022,107.9000001,106.32888,1798343321,1.48
LAO,Lao People's Democratic Republic,2022,105.826292,118.0931136,-2268361719,-10.39
LBN,Lebanon,2022,71.19659391,101.204706,-13994868276,-29.65
LBR,Liberia,2022,106.7445572,109.2511992,-80496649,-2.294
LBY,Libya,2022,98.73606394,99.964,-748429709,-1.228
LCA,Saint Lucia,2022,97.95784868,108.847104,-215764239,-10.004
LKA,Sri Lanka,2022,91.95931344,111.0856177,-18592155379,-17.22
LSO,Lesotho,2022,94.55042976,105.6935116,-266519056,-10.543
LTU,Lithuania,2022,107.9584539,107.7591611,96055316,0.18
LUX,Luxembourg,2022,105.8793855,108.2858085,-1592380632,-2.222
LVA,Latvia,2022,103.7865527,108.96731,-1593332259,-4.754
MAC,Macao,2022,39.97439525,99.3017884,-30300860932,-59.7
MAR,Morocco,2022,101.2745763,111.300588,-12397419463,-9.01
MDA,Moldova,2022,99.30869022,111.6231984,-1127451124,-11.03
MDG,Madagascar,2022,100.6345607,115.42986,-1950961485,-12.8176
MDV,Maldives,2022,107.3743313,117.646848,-557288836,-8.73165
MEX,Mexico,2022,99.24624569,105.3910968,-76968388149,-5.83
MHL,Marshall Islands,2022,100.7414586,106.2816014,-12351931,-5.213
MKD,North Macedonia,2022,99.66095931,109.9103736,-1146447200,-9.33
MLI,Mali,2022,103.6114797,115.542105,-1912329040,-10.326
MLT,Malta,2022,108.0437407,112.0093467,-567196499,-3.54
MMR,Myanmar,2022,87.23308253,121.7045808,-28848159414,-28.3
MNE,Montenegro,2022,101.0328242,109.3783776,-398897119,-7.63
MNG,Mongolia,2022,101.5636251,117.09023,-2200828900,-13.26
MOZ,Mozambique,2022,105.2460507,112.8098376,-1375368050,-6.7
MRT,Mauritania,2022,106.7610646,121.5598622,-1083441685,-12.2
MUS,Mauritius,2022,95.91652529,112.37824,-2283462443,-14.648
MWI,Malawi,2022,104.5055868,116.0928288,-866429452,-10
MYS,Malaysia,2022,105.8592005,114.1166125,-30106660893,-7.24
NAM,Namibia,2022,97.71061493,104.5649907,-770864350,-6.55513
NER,Niger,2022,117.0600623,125.256384,-1000944497,-6.54
NGA,Nigeria,2022,105.146481,106.4332261,-6554317103,-1.21
NIC,Nicaragua,2022,112.7039723,101.09797,1506154592,11.5
NLD,Netherlands,2022,105.3417549,104.7265104,5169594588,0.587
NOR,Norway,2022,106.5198095,105.753656,3114169113,0.72
NPL,Nepal,2022,107.4761773,120.794856,-4076220428,-11.03
NRU,Nauru,2022,105.7466667,103.6955328,1838226,1.978
NZL,New Zealand,2022,104.9086224,108.1245769,-6501074397,-2.974
OMN,Oman,2022,103.8911986,112.8099413,-7407336043,-7.90599001
PAK,Pakistan,2022,111.5432993,109.585408,6351634209,1.79
PAN,Panama,2022,104.5760664,114.2248736,-6175867506,-8.45
PER,Peru,2022,103.6599149,110.657232,-15045643687,-6.32
PHL,Philippines,2022,102.9108113,119.6642484,-66381270524,-14
PLW,Palau,2022,76.56808892,106.120392,-79835591,-27.8
PNG,Papua New Guinea,2022,101.4936569,109.060623,-1870543355,-6.938
POL,Poland,2022,110.0284689,110.3363828,-1759737632,-0.279
PRI,Puerto Rico,2022,100.4455349,97.77370613,2575369051,2.733
PRT,Portugal,2022,103.232654,104.67086,-3198029050,-1.37
PRY,Paraguay,2022,102.93925,111.1914942,-3356765402,-7.42
QAT,Qatar,2022,102.3954466,108.099936,-9555882738,-5.277
ROU,Romania,2022,105.9931072,109.9101674,-8538609200,-3.56
RUS,Russia,2022,99.86812375,105.2905184,-79251015338,-5.15
RWA,Rwanda,2022,115.840037,126.08784,-1146001263,-8.128
SAU,Saudi Arabia,2022,107.5794772,106.6412032,6372073864,0.88
SDN,Sudan,2022,93.62380741,98.2044168,-3861655482,-4.66
SEN,Senegal,2022,111.9841423,122.27532,-2321754955,-8.42
SGP,Singapore,2022,106.91748,104.8548286,7216348337,1.967
SLB,Solomon Islands,2022,92.46903448,108.5317168,-238959914,-14.79999
SLE,Sierra Leone,2022,105.1165809,115.542105,-529273808,-9.02
SLV,El Salvador,2022,104.0960668,107.6890625,-926266220,-3.336
SMR,San Marino,2022,97.68082556,101.8076849,-62262547,-4.05
SOM,Somalia,2022,108.4521502,110.55042,-143683586,-1.898
SRB,Serbia,2022,108.9775839,112.37824,-1551232246,-3.03
SSD,South Sudan,2022,97.7,120.3582718,-2718494303,-18.8
STP,Sao Tome and Principe,2022,105.9039233,112.4838,-23671302,-5.85
SUR,Suriname,2022,83.28414044,106.8502025,-1238697598,-22.055
SVK,Slovakia,2022,101.1981901,108.4240564,-7189538209,-6.66
SVN,Slovenia,2022,109.0988258,108.189929,457930459,0.84
SWE,Sweden,2022,105.5105682,105.5869242,-419821339,-0.072
SWZ,Eswatini,2022,106.6255153,107.794125,-51475345,-1.084
SYC,Seychelles,2022,108.3260903,110.3370026,-33357961,-1.8225
SYR,Syrian Arab Republic,2022,92.76189717,,,
TCD,Chad,2022,99.35802513,115.871072,-1738172770,-14.3
TGO,Togo,2022,112.3538048,117.4241375,-258499520,-4
THA,Thailand,2022,97.71964398,108.6372924,-50262688794,-10.05
TJK,Tajikistan,2022,123.1254573,116.31375,745448896,5.86
TKM,Turkmenistan,2022,84.66296205,117.09023,-14822512540,-27.7
TLS,Timor-Leste,2022,143.4781896,115.21167,554054508,24.53
TON,Tonga,2022,95.85194241,109.2611182,-65136915,-12.27
TTO,Trinidad and Tobago,2022,93.64093753,105.8706824,-2895450755,-11.55
TUN,Tunisia,2022,97.71219267,107.5834872,-4865256686,-9.1755
TUR,Turkey,2022,119.8705623,111.4048,84351958179,7.6
TUV,Tuvalu,2022,105.1727273,113.3178808,-3733814,-7.19
TZA,Tanzania,2022,111.2534524,119.2135356,-4801406739,-6.67716392
UGA,Uganda,2022,111.6020982,119.55051,-3147574829,-6.649
UKR,Ukraine,2022,70.5593968,112.5937268,-42851523386,-37.333
URY,Uruguay,2022,102.877118,109.4823,-3666757444,-6.033
USA,United States,2022,105.1763985,105.2906202,-22763223688,-0.11
UZB,Uzbekistan,2022,115.6847568,118.76452,-3269520779,-2.59
VCT,Saint Vincent and the Grenadines,2022,100.7660167,107.0599167,-54238193,-5.88
VNM,Vietnam,2022,113.940391,120.68154,-21231090773,-5.586
VUT,Vanuatu,2022,96.83430567,108.9544304,-104742012,-11.12
WSM,Samoa,2022,84.62555714,109.0569524,-228899023,-22.4
YEM,Yemen,2022,101.5,125.282273,-8749294497,-19
ZAF,South Africa,2022,100.2241941,103.7448755,-12657468845,-3
ZMB,Zambia,2022,105.6513403,109.478304,-921910269,-3.496
ZWE,Zimbabwe,2022,103.3887559,108.21499,-995221526,-4.46
ABW,Aruba,2023,102.3777719,104.3697974,-67348170,-1.909
AGO,Angola,2023,101.3469912,110.2657024,-7414903643,-8.0884
ALB,Albania,2023,112.8382016,114.7521929,-248200523,-1.67
ARE,United Arab Emirates,2023,109.5514462,112.1137902,-10334862187,-2.29
ARG,Argentina,2023,102.4991687,104.7385061,-12796709651,-2
ARM,Armenia,2023,115.3086409,122.3629491,-907712809,-5.77
ATG,Antigua and Barbuda,2023,94.33442409,110.1932887,-258533723,-14.4
AUS,Australia,2023,107.6157178,110.6123701,-44703433093,-2.71
AUT,Austria,2023,103.1481534,106.5132167,-13938844326,-3.16
AZE,Azerbaijan,2023,108.0335354,108.8811903,-454449179,-0.779
BDI,Burundi,2023,107.0856395,108.7746527,-54180783,-1.553
BEL,Belgium,2023,104.2690277,105.3885764,-5543530867,-1.06
BEN,Benin,2023,125.0338063,129.6157203,-649706575,-3.53
BFA,Burkina Faso,2023,116.4970831,126.247696,-1462750778,-7.72
BGD,Bangladesh,2023,124.6413652,132.432309,-20090392137,-5.88
BGR,Bulgaria,2023,108.4918058,112.8790175,-2520201858,-3.887
BHR,Bahrain,2023,104.6938788,109.6290402,-1726578324,-4.5
BHS,Bahamas,2023,100.2926783,104.9424573,-584698864,-4.43
BIH,Bosnia and Herzegovina,2023,110.9607376,115.9757478,-922984994,-4.324188703
BLR,Belarus,2023,97.3905837,102.4210801,-2968670700,-4.912
BLZ,Belize,2023,111.986209,107.7132366,98215121,3.97
BOL,Bolivia,2023,102.3321747,113.6470062,-4321499605,-9.96
BRA,Brazil,2023,104.7195929,109.6286208,-89328864428,-4.477870718
BRB,Barbados,2023,99.84108193,105.9011812,-291501142,-5.7
BRN,Brunei,2023,101.2204106,115.0314068,-1833939615,-12.01
BTN,Bhutan,2023,102.0928614,128.1519512,-643905649,-20.3
BWA,Botswana,2023,112.5891113,117.7752098,-840755266,-4.4
CAF,Central African Republic,2023,104.862343,121.442999,-329442602,-13.65
CAN,Canada,2023,103.9230382,107.1184865,-54200014007,-2.983
CHE,Switzerland,2023,104.7754759,106.2070221,-10695221524,-1.348
CHL,Chile,2023,107.0822178,112.0045175,-12900400577,-4.39
CHN,China,2023,120.2224989,125.1790359,-7.08604E+11,-3.96
CIV,Côte d'Ivoire,2023,123.690614,131.4474575,-4643369776,-5.901
CMR,Cameroon,2023,111.643246,118.6819322,-2639652798,-6
COD,Democratic Republic of the Congo,2023,126.3696754,115.3069798,4921534154,9.59
COG,Republic of the Congo,2023,96.33098152,111.7649895,-1488979678,-13.81
COL,Colombia,2023,112.4721195,116.2000722,-11981415683,-3.21
COM,Comoros,2023,107.1756778,116.6432334,-103465593,-8.116677938
CPV,Cape Verde,2023,109.8434167,121.550625,-224207531,-9.63
CRI,Costa Rica,2023,110.7822899,112.4399088,-1067216320,-1
CYP,Cyprus,2023,110.4339957,111.0932435,-164891634,-0.593
CZE,Czech Republic,2023,99.73344218,110.7597207,-23777105440,-9.955
DEU,Germany,2023,100.4806932,105.3614085,-1.75542E+11,-4.632
DJI,Djibouti,2023,114.0617157,136.4240016,-677293395,-16.4
DMA,Dominica,2023,98.55159776,115.5759374,-96506620,-14.7
DNK,Denmark,2023,106.4873964,106.9718222,-1611212518,-0.453
DOM,Dominican Republic,2023,114.3628743,121.550625,-6417755106,-6
DZA,Algeria,2023,103.087786,108.7744438,-10085606065,-5.228
ECU,Ecuador,2023,101.4767723,103.4401826,-1996830299,-1.9
EGY,Egypt,2023,118.6412927,126.0094928,-29328194239,-5.85
ESP,Spain,2023,100.1821915,107.0467947,-90881750447,-6.41
EST,Estonia,2023,104.7634038,111.7878797,-1889279064,-6.28
ETH,Ethiopia,2023,126.3614208,129.7340076,-3023187556,-2.6
FIN,Finland,2023,102.8484553,105.7947709,-7505566997,-2.785
FJI,Fiji,2023,96.008895,111.0224424,-783108031,-13.52
FRA,France,2023,101.7767936,105.4936247,-97262499631,-3.52
FSM,Micronesia,2023,97.27349629,102.7467171,-18196189,-5.327
GAB,Gabon,2023,105.8684197,113.4272923,-1168619976,-6.66
GBR,United Kingdom,2023,99.28376876,106.1635171,-2.18374E+11,-6.48
GEO,Georgia,2023,118.3899518,119.0236268,-112527408,-0.532
GHA,Ghana,2023,111.03527,122.9278714,-7428797860,-9.67
GIN,Guinea,2023,120.5273286,126.247696,-690752028,-4.53
GMB,Gambia,2023,114.8617517,125.1768018,-173037813,-8
GNB,Guinea-Bissau,2023,109.5730679,121.4348625,-148121708,-9.77
GNQ,Equatorial Guinea,2023,93.9926307,89.43135981,458468238,5.1
GRC,Greece,2023,107.2235069,106.3083314,1866159414,0.86
GRD,Grenada,2023,98.96265538,112.7691077,-156694997,-12.243116
GTM,Guatemala,2023,113.8491411,113.2077911,453974828,1
GUY,Guyana,2023,340.329606,270.9416874,3518690250,25.6
HKG,Hong Kong,2023,99.22043259,109.6538937,-34617386461,-9.515
HND,Honduras,2023,110.2725345,114.7523001,-1091286335,-4
HRV,Croatia,2023,111.9703144,110.1659111,1032224790,1.64
HTI,Haiti,2023,91.06557713,100.873225,-1517650524,-9.72
HUN,Hungary,2023,107.5914416,111.2446943,-5383977987,-3.283979339
IDN,Indonesia,2023,112.1718377,122.3629491,-1.06938E+11,-8.329
IND,India,2023,115.3534563,126.36646,-2.95782E+11,-8.72
IRL,Ireland,2023,142.5809688,112.833421,1.1044E+11,26.4
IRN,Iran,2023,113.7948544,103.0301,46751624236,10.45
IRQ,Iraq,2023,96.45125768,113.4020461,-34200825288,-14.948
ISL,Iceland,2023,105.866547,107.9891461,-442407536,-1.97
ISR,Israel,2023,116.708102,112.9578896,13443020889,3.32
ITA,Italy,2023,101.3125501,102.6701838,-26041554904,-1.3223
JAM,Jamaica,2023,100.0557574,106.4466533,-954424588,-6
JOR,Jordan,2023,105.6146304,109.950848,-1816711441,-4
JPN,Japan,2023,99.39655539,102.1162545,-1.24265E+11,-2.66
KAZ,Kazakhstan,2023,108.7250448,115.8648801,-15072690130,-6.16221
KEN,Kenya,2023,118.4665764,125.5344339,-5955726145,-5.63
